 	count
11010101011100	111
11010101011101	221
11010101011110	113
11010101011111	185
11010101100000	153
11010101100001	251
11010101100010	88
11010101100011	222
11010101100100	172
11010101100101	320
11010101100110	104
11010101100111	193
11010101101000	162
11010101101001	250
11010101101010	125
11010101101011	178
11010101101100	163
11010101101101	211
11010101101110	72
11010101101111	137
11010101110000	89
11010101110001	240
11010101110010	55
11010101110011	195
11010101110100	98
11010101110101	276
11010101110110	66
11010101110111	197
11010101111000	141
11010101111001	234
11010101111010	89
11010101111011	240
11010101111100	121
11010101111101	239
11010101111110	85
11010101111111	155
11010110000000	254
11010110000001	305
11010110000010	138
11010110000011	239
11010110000100	239
11010110000101	472
11010110000110	163
11010110000111	230
11010110001000	255
11010110001001	336
11010110001010	191
11010110001011	277
11010110001100	281
11010110001101	324
11010110001110	171
11010110001111	220
11010110010000	152
11010110010001	269
11010110010010	102
11010110010011	252
11010110010100	155
11010110010101	326
11010110010110	111
11010110010111	264
11010110011000	205
11010110011001	313
11010110011010	119
11010110011011	233
11010110011100	197
11010110011101	274
11010110011110	126
11010110011111	190
11010110100000	225
11010110100001	442
11010110100010	165
11010110100011	332
11010110100100	243
11010110100101	445
11010110100110	165
11010110100111	350
11010110101000	347
11010110101001	414
11010110101010	193
11010110101011	282
11010110101100	317
11010110101101	360
11010110101110	161
11010110101111	268
11010110110000	157
11010110110001	311
11010110110010	96
11010110110011	200
11010110110100	188
11010110110101	407
11010110110110	105
11010110110111	196
11010110111000	264
11010110111001	385
11010110111010	131
11010110111011	285
11010110111100	203
11010110111101	428
11010110111110	136
11010110111111	159
11010111000000	105
11010111000001	171
11010111000010	150
11010111000011	222
11010111000100	109
11010111000101	254
11010111000110	123
11010111000111	186
11010111001000	91
11010111001001	232
11010111001010	153
11010111001011	209
11010111001100	126
11010111001101	154
11010111001110	119
11010111001111	143
11010111010000	75
11010111010001	155
11010111010010	86
11010111010011	180
11010111010100	62
11010111010101	178
11010111010110	73
11010111010111	218
11010111011000	92
11010111011001	189
11010111011010	108
11010111011011	195
11010111011100	92
11010111011101	230
11010111011110	81
11010111011111	194
11010111100000	141
11010111100001	238
11010111100010	118
11010111100011	196
11010111100100	206
11010111100101	233
11010111100110	129
11010111100111	215
11010111101000	154
11010111101001	302
11010111101010	134
11010111101011	223
11010111101100	137
11010111101101	239
11010111101110	111
11010111101111	205
11010111110000	58
11010111110001	185
11010111110010	52
11010111110011	173
11010111110100	103
11010111110101	222
11010111110110	81
11010111110111	233
11010111111000	131
11010111111001	193
11010111111010	104
11010111111011	241
11010111111100	137
11010111111101	220
11010111111110	99
11010111111111	158
11011000000000	169
11011000000001	269
11011000000010	122
11011000000011	217
11011000000100	135
11011000000101	240
11011000000110	97
11011000000111	139
11011000001000	182
11011000001001	198
11011000001010	124
11011000001011	156
11011000001100	181
11011000001101	234
11011000001110	120
11011000001111	142
11011000010000	89
11011000010001	242
11011000010010	51
11011000010011	136
11011000010100	75
11011000010101	228
11011000010110	79
11011000010111	163
11011000011000	117
11011000011001	222
11011000011010	112
11011000011011	208
11011000011100	120
11011000011101	263
11011000011110	108
11011000011111	169
11011000100000	287
11011000100001	320
11011000100010	142
11011000100011	216
11011000100100	218
11011000100101	291
11011000100110	170
11011000100111	131
11011000101000	261
11011000101001	195
11011000101010	138
11011000101011	195
11011000101100	251
11011000101101	305
11011000101110	124
11011000101111	159
11011000110000	97
11011000110001	222
11011000110010	45
11011000110011	140
11011000110100	110
11011000110101	221
11011000110110	75
11011000110111	162
11011000111000	219
11011000111001	343
11011000111010	127
11011000111011	150
11011000111100	184
11011000111101	229
11011000111110	98
11011000111111	163
11011001000000	69
11011001000001	188
11011001000010	90
11011001000011	181
11011001000100	129
11011001000101	228
11011001000110	89
11011001000111	164
11011001001000	129
11011001001001	149
11011001001010	75
11011001001011	212
11011001001100	89
11011001001101	199
11011001001110	103
11011001001111	134
11011001010000	37
11011001010001	133
11011001010010	49
11011001010011	138
11011001010100	64
11011001010101	153
11011001010110	38
11011001010111	108
11011001011000	95
11011001011001	137
11011001011010	49
11011001011011	119
11011001011100	96
11011001011101	179
11011001011110	69
11011001011111	136
11011001100000	86
11011001100001	204
11011001100010	107
11011001100011	176
11011001100100	126
11011001100101	272
11011001100110	86
11011001100111	83
11011001101000	127
11011001101001	225
11011001101010	109
11011001101011	161
11011001101100	125
11011001101101	169
11011001101110	89
11011001101111	128
11011001110000	62
11011001110001	202
11011001110010	64
11011001110011	136
11011001110100	67
11011001110101	200
11011001110110	65
11011001110111	144
11011001111000	85
11011001111001	184
11011001111010	67
11011001111011	151
11011001111100	111
11011001111101	181
11011001111110	91
11011001111111	128
11011010000000	143
11011010000001	179
11011010000010	104
11011010000011	165
11011010000100	189
11011010000101	253
11011010000110	88
11011010000111	142
11011010001000	179
11011010001001	224
11011010001010	125
11011010001011	151
11011010001100	197
11011010001101	164
11011010001110	98
11011010001111	109
11011010010000	79
11011010010001	200
11011010010010	30
11011010010011	132
11011010010100	76
11011010010101	193
11011010010110	61
11011010010111	146
11011010011000	111
11011010011001	254
11011010011010	78
11011010011011	152
11011010011100	141
11011010011101	146
11011010011110	72
11011010011111	141
11011010100000	129
11011010100001	261
11011010100010	73
11011010100011	145
11011010100100	210
11011010100101	291
11011010100110	99
11011010100111	181
11011010101000	198
11011010101001	212
11011010101010	133
11011010101011	177
11011010101100	239
11011010101101	269
11011010101110	133
11011010101111	129
11011010110000	75
11011010110001	163
11011010110010	61
11011010110011	123
11011010110100	115
11011010110101	227
11011010110110	78
11011010110111	128
11011010111000	129
11011010111001	216
11011010111010	58
11011010111011	157
11011010111100	140
11011010111101	212
11011010111110	60
11011010111111	139
11011011000000	58
11011011000001	108
11011011000010	47
11011011000011	153
11011011000100	72
11011011000101	138
11011011000110	53
11011011000111	86
11011011001000	103
11011011001001	96
11011011001010	59
11011011001011	125
11011011001100	69
11011011001101	117
11011011001110	103
11011011001111	116
11011011010000	25
11011011010001	97
11011011010010	29
11011011010011	124
11011011010100	29
11011011010101	105
11011011010110	31
11011011010111	92
11011011011000	42
11011011011001	109
11011011011010	70
11011011011011	168
11011011011100	55
11011011011101	117
11011011011110	60
11011011011111	157
11011011100000	83
11011011100001	132
11011011100010	94
11011011100011	143
11011011100100	106
11011011100101	141
11011011100110	71
11011011100111	121
11011011101000	97
11011011101001	208
11011011101010	100
11011011101011	94
11011011101100	130
11011011101101	168
11011011101110	84
11011011101111	105
11011011110000	53
11011011110001	133
11011011110010	46
11011011110011	105
11011011110100	66
11011011110101	110
11011011110110	43
11011011110111	64
11011011111000	67
11011011111001	181
11011011111010	68
11011011111011	101
11011011111100	65
11011011111101	123
11011011111110	63
11011011111111	113
11011100000000	140
11011100000001	290
11011100000010	110
11011100000011	176
11011100000100	167
11011100000101	247
11011100000110	91
11011100000111	140
11011100001000	166
11011100001001	194
11011100001010	98
11011100001011	203
11011100001100	146
11011100001101	206
11011100001110	107
11011100001111	132
11011100010000	69
11011100010001	156
11011100010010	52
11011100010011	165
11011100010100	108
11011100010101	189
11011100010110	63
11011100010111	172
11011100011000	128
11011100011001	203
11011100011010	87
11011100011011	188
11011100011100	117
11011100011101	180
11011100011110	72
11011100011111	131
11011100100000	202
11011100100001	282
11011100100010	133
11011100100011	158
11011100100100	206
11011100100101	211
11011100100110	132
11011100100111	130
11011100101000	214
11011100101001	303
11011100101010	140
11011100101011	178
11011100101100	164
11011100101101	222
11011100101110	137
11011100101111	129
11011100110000	104
11011100110001	180
11011100110010	55
11011100110011	88
11011100110100	86
11011100110101	255
11011100110110	65
11011100110111	115
11011100111000	171
11011100111001	248
11011100111010	110
11011100111011	169
11011100111100	164
11011100111101	220
11011100111110	99
11011100111111	202
11011101000000	98
11011101000001	207
11011101000010	65
11011101000011	159
11011101000100	87
11011101000101	187
11011101000110	86
11011101000111	152
11011101001000	79
11011101001001	176
11011101001010	75
11011101001011	122
11011101001100	90
11011101001101	156
11011101001110	79
11011101001111	134
11011101010000	30
11011101010001	150
11011101010010	39
11011101010011	148
11011101010100	48
11011101010101	166
11011101010110	53
11011101010111	147
11011101011000	74
11011101011001	150
11011101011010	68
11011101011011	132
11011101011100	125
11011101011101	216
11011101011110	74
11011101011111	134
11011101100000	106
11011101100001	185
11011101100010	86
11011101100011	163
11011101100100	118
11011101100101	191
11011101100110	52
11011101100111	151
11011101101000	106
11011101101001	175
11011101101010	95
11011101101011	158
11011101101100	110
11011101101101	137
11011101101110	59
11011101101111	116
11011101110000	52
11011101110001	172
11011101110010	28
11011101110011	88
11011101110100	71
11011101110101	163
11011101110110	49
11011101110111	113
11011101111000	115
11011101111001	186
11011101111010	76
11011101111011	158
11011101111100	85
11011101111101	162
11011101111110	89
11011101111111	157
11011110000000	216
11011110000001	311
11011110000010	86
11011110000011	169
11011110000100	182
11011110000101	223
11011110000110	154
11011110000111	199
11011110001000	194
11011110001001	330
11011110001010	157
11011110001011	168
11011110001100	199
11011110001101	283
11011110001110	125
11011110001111	177
11011110010000	59
11011110010001	241
11011110010010	88
11011110010011	167
11011110010100	98
11011110010101	144
11011110010110	88
11011110010111	196
11011110011000	167
11011110011001	278
11011110011010	94
11011110011011	192
11011110011100	140
11011110011101	203
11011110011110	80
11011110011111	167
11011110100000	211
11011110100001	304
11011110100010	135
11011110100011	169
11011110100100	202
11011110100101	354
11011110100110	105
11011110100111	209
11011110101000	236
11011110101001	313
11011110101010	122
11011110101011	153
11011110101100	281
11011110101101	333
11011110101110	137
11011110101111	205
11011110110000	96
11011110110001	220
11011110110010	79
11011110110011	131
11011110110100	98
11011110110101	314
11011110110110	82
11011110110111	181
11011110111000	189
11011110111001	225
11011110111010	129
11011110111011	146
11011110111100	184
11011110111101	250
11011110111110	81
11011110111111	163
11011111000000	79
11011111000001	148
11011111000010	74
11011111000011	171
11011111000100	101
11011111000101	147
11011111000110	92
11011111000111	169
11011111001000	81
11011111001001	126
11011111001010	110
11011111001011	186
11011111001100	76
11011111001101	134
11011111001110	60
11011111001111	138
11011111010000	51
11011111010001	69
11011111010010	62
11011111010011	120
11011111010100	64
11011111010101	106
11011111010110	66
11011111010111	156
11011111011000	60
11011111011001	157
11011111011010	70
11011111011011	123
11011111011100	53
11011111011101	159
11011111011110	88
11011111011111	140
11011111100000	102
11011111100001	180
11011111100010	89
11011111100011	194
11011111100100	99
11011111100101	158
11011111100110	69
11011111100111	172
11011111101000	124
11011111101001	217
11011111101010	113
11011111101011	185
11011111101100	116
11011111101101	157
11011111101110	83
11011111101111	108
11011111110000	64
11011111110001	131
11011111110010	26
11011111110011	122
11011111110100	60
11011111110101	188
11011111110110	50
11011111110111	128
11011111111000	102
11011111111001	147
11011111111010	78
11011111111011	158
11011111111100	109
11011111111101	153
11011111111110	65
11011111111111	115
11100000000000	129
11100000000001	190
11100000000010	125
11100000000011	128
11100000000100	137
11100000000101	209
11100000000110	87
11100000000111	159
11100000001000	233
11100000001001	161
11100000001010	116
11100000001011	122
11100000001100	157
11100000001101	188
11100000001110	109
11100000001111	108
11100000010000	55
11100000010001	176
11100000010010	39
11100000010011	107
11100000010100	59
11100000010101	190
11100000010110	77
11100000010111	107
11100000011000	128
11100000011001	154
11100000011010	87
11100000011011	174
11100000011100	82
11100000011101	126
11100000011110	82
11100000011111	92
11100000100000	173
11100000100001	218
11100000100010	80
11100000100011	152
11100000100100	178
11100000100101	215
11100000100110	106
11100000100111	154
11100000101000	257
11100000101001	252
11100000101010	89
11100000101011	161
11100000101100	183
11100000101101	234
11100000101110	89
11100000101111	176
11100000110000	72
11100000110001	137
11100000110010	33
11100000110011	91
11100000110100	119
11100000110101	149
11100000110110	75
11100000110111	117
11100000111000	154
11100000111001	229
11100000111010	77
11100000111011	164
11100000111100	159
11100000111101	154
11100000111110	96
11100000111111	139
11100001000000	81
11100001000001	117
11100001000010	50
11100001000011	115
11100001000100	59
11100001000101	157
11100001000110	37
11100001000111	92
11100001001000	79
11100001001001	121
11100001001010	68
11100001001011	84
11100001001100	65
11100001001101	120
11100001001110	60
11100001001111	52
11100001010000	28
11100001010001	109
11100001010010	30
11100001010011	95
11100001010100	30
11100001010101	106
11100001010110	32
11100001010111	73
11100001011000	35
11100001011001	127
11100001011010	42
11100001011011	142
11100001011100	53
11100001011101	115
11100001011110	52
11100001011111	89
11100001100000	95
11100001100001	193
11100001100010	68
11100001100011	115
11100001100100	97
11100001100101	126
11100001100110	56
11100001100111	73
11100001101000	110
11100001101001	193
11100001101010	78
11100001101011	130
11100001101100	116
11100001101101	127
11100001101110	67
11100001101111	127
11100001110000	71
11100001110001	145
11100001110010	46
11100001110011	93
11100001110100	49
11100001110101	142
11100001110110	39
11100001110111	87
11100001111000	107
11100001111001	133
11100001111010	68
11100001111011	123
11100001111100	64
11100001111101	154
11100001111110	47
11100001111111	135
11100010000000	96
11100010000001	153
11100010000010	53
11100010000011	68
11100010000100	67
11100010000101	191
11100010000110	49
11100010000111	95
11100010001000	105
11100010001001	139
11100010001010	60
11100010001011	71
11100010001100	78
11100010001101	137
11100010001110	63
11100010001111	73
11100010010000	66
11100010010001	125
11100010010010	38
11100010010011	153
11100010010100	27
11100010010101	98
11100010010110	20
11100010010111	71
11100010011000	62
11100010011001	116
11100010011010	55
11100010011011	89
11100010011100	57
11100010011101	144
11100010011110	50
11100010011111	112
11100010100000	90
11100010100001	157
11100010100010	68
11100010100011	104
11100010100100	125
11100010100101	175
11100010100110	69
11100010100111	135
11100010101000	142
11100010101001	195
11100010101010	103
11100010101011	134
11100010101100	111
11100010101101	142
11100010101110	89
11100010101111	96
11100010110000	47
11100010110001	139
11100010110010	19
11100010110011	118
11100010110100	83
11100010110101	140
11100010110110	54
11100010110111	115
11100010111000	120
11100010111001	162
11100010111010	57
11100010111011	108
11100010111100	87
11100010111101	117
11100010111110	54
11100010111111	76
11100011000000	46
11100011000001	70
11100011000010	27
11100011000011	100
11100011000100	57
11100011000101	101
11100011000110	41
11100011000111	50
11100011001000	82
11100011001001	93
11100011001010	56
11100011001011	93
11100011001100	57
11100011001101	54
11100011001110	56
11100011001111	113
11100011010000	19
11100011010001	46
11100011010010	33
11100011010011	65
11100011010100	27
11100011010101	75
11100011010110	35
11100011010111	88
11100011011000	59
11100011011001	71
11100011011010	36
11100011011011	100
11100011011100	33
11100011011101	58
11100011011110	34
11100011011111	64
11100011100000	57
11100011100001	78
11100011100010	78
11100011100011	85
11100011100100	70
11100011100101	101
11100011100110	46
11100011100111	84
11100011101000	70
11100011101001	55
11100011101010	53
11100011101011	77
11100011101100	78
11100011101101	75
11100011101110	42
11100011101111	82
11100011110000	44
11100011110001	49
11100011110010	37
11100011110011	54
11100011110100	39
11100011110101	77
11100011110110	25
11100011110111	78
11100011111000	32
11100011111001	74
11100011111010	49
11100011111011	71
11100011111100	40
11100011111101	66
11100011111110	41
11100011111111	67
11100100000000	96
11100100000001	236
11100100000010	77
11100100000011	132
11100100000100	117
11100100000101	197
11100100000110	95
11100100000111	74
11100100001000	127
11100100001001	169
11100100001010	92
11100100001011	75
11100100001100	143
11100100001101	163
11100100001110	83
11100100001111	88
11100100010000	55
11100100010001	150
11100100010010	41
11100100010011	108
11100100010100	58
11100100010101	114
11100100010110	36
11100100010111	89
11100100011000	82
11100100011001	122
11100100011010	64
11100100011011	76
11100100011100	106
11100100011101	94
11100100011110	75
11100100011111	87
11100100100000	166
11100100100001	187
11100100100010	100
11100100100011	126
11100100100100	159
11100100100101	152
11100100100110	97
11100100100111	107
11100100101000	149
11100100101001	186
11100100101010	138
11100100101011	109
11100100101100	151
11100100101101	137
11100100101110	102
11100100101111	81
11100100110000	97
11100100110001	149
11100100110010	61
11100100110011	108
11100100110100	85
11100100110101	124
11100100110110	52
11100100110111	147
11100100111000	102
11100100111001	200
11100100111010	117
11100100111011	101
11100100111100	108
11100100111101	187
11100100111110	94
11100100111111	111
11100101000000	73
11100101000001	129
11100101000010	50
11100101000011	138
11100101000100	49
11100101000101	166
11100101000110	35
11100101000111	54
11100101001000	44
11100101001001	115
11100101001010	39
11100101001011	79
11100101001100	50
11100101001101	120
11100101001110	25
11100101001111	62
11100101010000	16
11100101010001	85
11100101010010	23
11100101010011	95
11100101010100	42
11100101010101	101
11100101010110	27
11100101010111	109
11100101011000	35
11100101011001	86
11100101011010	53
11100101011011	90
11100101011100	49
11100101011101	99
11100101011110	30
11100101011111	74
11100101100000	38
11100101100001	92
11100101100010	39
11100101100011	143
11100101100100	60
11100101100101	136
11100101100110	52
11100101100111	104
11100101101000	67
11100101101001	116
11100101101010	50
11100101101011	76
11100101101100	65
11100101101101	102
11100101101110	60
11100101101111	79
11100101110000	32
11100101110001	92
11100101110010	15
11100101110011	84
11100101110100	45
11100101110101	118
11100101110110	44
11100101110111	83
11100101111000	64
11100101111001	139
11100101111010	25
11100101111011	99
11100101111100	48
11100101111101	107
11100101111110	43
11100101111111	94
11100110000000	83
11100110000001	186
11100110000010	75
11100110000011	147
11100110000100	99
11100110000101	149
11100110000110	86
11100110000111	118
11100110001000	143
11100110001001	166
11100110001010	92
11100110001011	133
11100110001100	121
11100110001101	134
11100110001110	70
11100110001111	101
11100110010000	55
11100110010001	185
11100110010010	34
11100110010011	111
11100110010100	62
11100110010101	141
11100110010110	48
11100110010111	98
11100110011000	104
11100110011001	135
11100110011010	54
11100110011011	159
11100110011100	84
11100110011101	143
11100110011110	73
11100110011111	150
11100110100000	109
11100110100001	237
11100110100010	84
11100110100011	142
11100110100100	141
11100110100101	169
11100110100110	79
11100110100111	115
11100110101000	167
11100110101001	191
11100110101010	108
11100110101011	102
11100110101100	156
11100110101101	213
11100110101110	114
11100110101111	117
11100110110000	76
11100110110001	166
11100110110010	56
11100110110011	127
11100110110100	77
11100110110101	129
11100110110110	47
11100110110111	83
11100110111000	119
11100110111001	197
11100110111010	80
11100110111011	120
11100110111100	94
11100110111101	198
11100110111110	74
11100110111111	104
11100111000000	48
11100111000001	92
11100111000010	61
11100111000011	121
11100111000100	73
11100111000101	106
11100111000110	60
11100111000111	58
11100111001000	84
11100111001001	82
11100111001010	66
11100111001011	99
11100111001100	59
11100111001101	72
11100111001110	54
11100111001111	73
11100111010000	25
11100111010001	81
11100111010010	45
11100111010011	73
11100111010100	27
11100111010101	73
11100111010110	40
11100111010111	90
11100111011000	43
11100111011001	56
11100111011010	57
11100111011011	75
11100111011100	51
11100111011101	92
11100111011110	42
11100111011111	95
11100111100000	69
11100111100001	89
11100111100010	71
11100111100011	108
11100111100100	54
11100111100101	120
11100111100110	70
11100111100111	95
11100111101000	109
11100111101001	133
11100111101010	73
11100111101011	139
11100111101100	59
11100111101101	128
11100111101110	53
11100111101111	92
11100111110000	42
11100111110001	74
11100111110010	48
11100111110011	105
11100111110100	41
11100111110101	113
11100111110110	49
11100111110111	113
11100111111000	57
11100111111001	120
11100111111010	74
11100111111011	79
11100111111100	98
11100111111101	92
11100111111110	59
11100111111111	120
11101000000000	218
11101000000001	241
11101000000010	123
11101000000011	190
11101000000100	165
11101000000101	304
11101000000110	113
11101000000111	229
11101000001000	239
11101000001001	272
11101000001010	147
11101000001011	180
11101000001100	164
11101000001101	282
11101000001110	191
11101000001111	155
11101000010000	125
11101000010001	216
11101000010010	81
11101000010011	210
11101000010100	98
11101000010101	203
11101000010110	84
11101000010111	124
11101000011000	124
11101000011001	245
11101000011010	105
11101000011011	208
11101000011100	103
11101000011101	209
11101000011110	81
11101000011111	218
11101000100000	215
11101000100001	265
11101000100010	141
11101000100011	207
11101000100100	258
11101000100101	266
11101000100110	152
11101000100111	178
11101000101000	325
11101000101001	389
11101000101010	163
11101000101011	257
11101000101100	262
11101000101101	275
11101000101110	173
11101000101111	135
11101000110000	110
11101000110001	290
11101000110010	103
11101000110011	137
11101000110100	153
11101000110101	255
11101000110110	84
11101000110111	197
11101000111000	178
11101000111001	332
11101000111010	128
11101000111011	207
11101000111100	181
11101000111101	236
11101000111110	150
11101000111111	174
11101001000000	137
11101001000001	196
11101001000010	65
11101001000011	198
11101001000100	103
11101001000101	190
11101001000110	81
11101001000111	132
11101001001000	98
11101001001001	245
11101001001010	73
11101001001011	122
11101001001100	111
11101001001101	163
11101001001110	64
11101001001111	123
11101001010000	55
11101001010001	124
11101001010010	51
11101001010011	146
11101001010100	69
11101001010101	132
11101001010110	41
11101001010111	168
11101001011000	86
11101001011001	240
11101001011010	84
11101001011011	137
11101001011100	91
11101001011101	151
11101001011110	91
11101001011111	186
11101001100000	96
11101001100001	243
11101001100010	91
11101001100011	202
11101001100100	133
11101001100101	275
11101001100110	82
11101001100111	194
11101001101000	154
11101001101001	183
11101001101010	123
11101001101011	191
11101001101100	151
11101001101101	218
11101001101110	107
11101001101111	187
11101001110000	70
11101001110001	167
11101001110010	44
11101001110011	192
11101001110100	74
11101001110101	234
11101001110110	49
11101001110111	209
11101001111000	93
11101001111001	158
11101001111010	87
11101001111011	188
11101001111100	100
11101001111101	135
11101001111110	74
11101001111111	142
11101010000000	158
11101010000001	255
11101010000010	115
11101010000011	154
11101010000100	158
11101010000101	201
11101010000110	138
11101010000111	182
11101010001000	180
11101010001001	252
11101010001010	149
11101010001011	201
11101010001100	166
11101010001101	204
11101010001110	137
11101010001111	117
11101010010000	119
11101010010001	202
11101010010010	53
11101010010011	120
11101010010100	120
11101010010101	184
11101010010110	55
11101010010111	145
11101010011000	126
11101010011001	253
11101010011010	107
11101010011011	119
11101010011100	126
11101010011101	212
11101010011110	97
11101010011111	174
11101010100000	184
11101010100001	323
11101010100010	107
11101010100011	200
11101010100100	161
11101010100101	362
11101010100110	98
11101010100111	231
11101010101000	260
11101010101001	341
11101010101010	110
11101010101011	188
11101010101100	210
11101010101101	361
11101010101110	143
11101010101111	165
11101010110000	65
11101010110001	184
11101010110010	47
11101010110011	172
11101010110100	90
11101010110101	226
11101010110110	76
11101010110111	151
11101010111000	132
11101010111001	280
11101010111010	93
11101010111011	216
11101010111100	181
11101010111101	237
11101010111110	92
11101010111111	126
11101011000000	104
11101011000001	136
11101011000010	52
11101011000011	123
11101011000100	86
11101011000101	165
11101011000110	59
11101011000111	132
11101011001000	80
11101011001001	154
11101011001010	113
11101011001011	128
11101011001100	65
11101011001101	148
11101011001110	68
11101011001111	109
11101011010000	44
11101011010001	75
11101011010010	55
11101011010011	106
11101011010100	34
11101011010101	116
11101011010110	48
11101011010111	143
11101011011000	64
11101011011001	92
11101011011010	69
11101011011011	141
11101011011100	65
11101011011101	131
11101011011110	82
11101011011111	94
11101011100000	71
11101011100001	152
11101011100010	83
11101011100011	151
11101011100100	112
11101011100101	152
11101011100110	108
11101011100111	162
11101011101000	114
11101011101001	142
11101011101010	102
11101011101011	186
11101011101100	133
11101011101101	183
11101011101110	91
11101011101111	101
11101011110000	57
11101011110001	137
11101011110010	51
11101011110011	111
11101011110100	101
11101011110101	178
11101011110110	30
11101011110111	120
11101011111000	89
11101011111001	130
11101011111010	98
11101011111011	132
11101011111100	63
11101011111101	93
11101011111110	53
11101011111111	147
11101100000000	149
11101100000001	330
11101100000010	131
11101100000011	141
11101100000100	152
11101100000101	219
11101100000110	133
11101100000111	204
11101100001000	193
11101100001001	235
11101100001010	142
11101100001011	157
11101100001100	180
11101100001101	174
11101100001110	96
11101100001111	137
11101100010000	85
11101100010001	182
11101100010010	56
11101100010011	153
11101100010100	96
11101100010101	138
11101100010110	78
11101100010111	178
11101100011000	120
11101100011001	234
11101100011010	114
11101100011011	160
11101100011100	138
11101100011101	171
11101100011110	79
11101100011111	147
11101100100000	179
11101100100001	375
11101100100010	126
11101100100011	181
11101100100100	229
11101100100101	320
11101100100110	122
11101100100111	218
11101100101000	300
11101100101001	232
11101100101010	143
11101100101011	187
11101100101100	225
11101100101101	329
11101100101110	151
11101100101111	171
11101100110000	88
11101100110001	175
11101100110010	80
11101100110011	145
11101100110100	94
11101100110101	239
11101100110110	89
11101100110111	107
11101100111000	194
11101100111001	299
11101100111010	145
11101100111011	147
11101100111100	165
11101100111101	204
11101100111110	95
11101100111111	157
11101101000000	46
11101101000001	174
11101101000010	70
11101101000011	179
11101101000100	87
11101101000101	147
11101101000110	88
11101101000111	127
11101101001000	146
11101101001001	162
11101101001010	64
11101101001011	177
11101101001100	103
11101101001101	132
11101101001110	70
11101101001111	108
11101101010000	40
11101101010001	153
11101101010010	35
11101101010011	114
11101101010100	74
11101101010101	175
11101101010110	65
11101101010111	143
11101101011000	69
11101101011001	168
11101101011010	97
11101101011011	138
11101101011100	93
11101101011101	152
11101101011110	53
11101101011111	126
11101101100000	116
11101101100001	217
11101101100010	90
11101101100011	185
11101101100100	104
11101101100101	234
11101101100110	92
11101101100111	182
11101101101000	182
11101101101001	284
11101101101010	110
11101101101011	173
11101101101100	209
11101101101101	229
11101101101110	135
11101101101111	123
11101101110000	68
11101101110001	213
11101101110010	62
11101101110011	130
11101101110100	74
11101101110101	188
11101101110110	62
11101101110111	152
11101101111000	46
11101101111001	205
11101101111010	67
11101101111011	146
11101101111100	96
11101101111101	190
11101101111110	76
11101101111111	151
11101110000000	237
11101110000001	292
11101110000010	153
11101110000011	222
11101110000100	228
11101110000101	346
11101110000110	161
11101110000111	243
11101110001000	200
11101110001001	257
11101110001010	159
11101110001011	190
11101110001100	186
11101110001101	227
11101110001110	126
11101110001111	189
11101110010000	81
11101110010001	241
11101110010010	66
11101110010011	160
11101110010100	111
11101110010101	229
11101110010110	77
11101110010111	164
11101110011000	172
11101110011001	226
11101110011010	146
11101110011011	180
11101110011100	122
11101110011101	186
11101110011110	113
11101110011111	205
11101110100000	236
11101110100001	342
11101110100010	123
11101110100011	218
11101110100100	301
11101110100101	379
11101110100110	126
11101110100111	236
11101110101000	226
11101110101001	304
11101110101010	173
11101110101011	179
11101110101100	240
11101110101101	370
11101110101110	116
11101110101111	195
11101110110000	120
11101110110001	231
11101110110010	83
11101110110011	163
11101110110100	137
11101110110101	367
11101110110110	82
11101110110111	148
11101110111000	210
11101110111001	280
11101110111010	112
11101110111011	198
11101110111100	210
11101110111101	325
11101110111110	96
11101110111111	256
11101111000000	72
11101111000001	175
11101111000010	90
11101111000011	153
11101111000100	84
11101111000101	216
11101111000110	110
11101111000111	143
11101111001000	123
11101111001001	156
11101111001010	139
11101111001011	204
11101111001100	108
11101111001101	120
11101111001110	138
11101111001111	131
11101111010000	37
11101111010001	93
11101111010010	38
11101111010011	101
11101111010100	50
11101111010101	120
11101111010110	76
11101111010111	165
11101111011000	47
11101111011001	140
11101111011010	80
11101111011011	177
11101111011100	83
11101111011101	130
11101111011110	62
11101111011111	125
11101111100000	100
11101111100001	160
11101111100010	129
11101111100011	168
11101111100100	116
11101111100101	178
11101111100110	116
11101111100111	160
11101111101000	136
11101111101001	240
11101111101010	117
11101111101011	207
11101111101100	134
11101111101101	200
11101111101110	137
11101111101111	145
11101111110000	63
11101111110001	122
11101111110010	45
11101111110011	144
11101111110100	41
11101111110101	149
11101111110110	61
11101111110111	144
11101111111000	87
11101111111001	216
11101111111010	102
11101111111011	152
11101111111100	117
11101111111101	177
11101111111110	85
11101111111111	177
11110000000000	232
11110000000001	334
11110000000010	179
11110000000011	228
11110000000100	222
11110000000101	350
11110000000110	144
11110000000111	187
11110000001000	284
11110000001001	351
11110000001010	161
11110000001011	184
11110000001100	188
11110000001101	297
11110000001110	148
11110000001111	149
11110000010000	133
11110000010001	187
11110000010010	78
11110000010011	150
11110000010100	141
11110000010101	261
11110000010110	78
11110000010111	168
11110000011000	169
11110000011001	308
11110000011010	130
11110000011011	185
11110000011100	179
11110000011101	264
11110000011110	95
11110000011111	191
11110000100000	319
11110000100001	342
11110000100010	122
11110000100011	217
11110000100100	271
11110000100101	405
11110000100110	179
11110000100111	186
11110000101000	349
11110000101001	364
11110000101010	184
11110000101011	231
11110000101100	303
11110000101101	365
11110000101110	147
11110000101111	171
11110000110000	130
